"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"57","12","GO Biological Process","","Nucleoside metabolic process","1.57E-8","NT5C1A|CDADC1|UPP1|NT5C2|NT5C1B|PNP|TYMP|ADA2|NT5C1B-RDH14|ADK|UPP2|NT5C3A","128","1547|457|1982|1559|1529|250|1973|1958|1541|346|1994|2009","8.84E-11","","GO:0009116","0.7804100347590766","0"
"20","9","GO Molecular Function","","Arachidonic acid monooxygenase activity","1.74E-8","CYP2A6|CYP2S1|CYP4A11|CYP2B6|CYP2A13|CYP2C8|CYP4A22|CYP1A1|CYP2E1","128","1346|1283|1694|1295|1337|1724|1652|337|1178","7.76E-11","","GO:0008391","0.77594507517174","0"
"4981","114","GO Biological Process","","Organonitrogen compound metabolic process","2.0E-8","HDAC7|SULT2B1|SIRT4|GSTA3|NAMPT|CYP3A5|SULT1E1|PRSS16|WARS2|NT5C1A|MMP8|GSTM2|NT5C|CDADC1|GSTM5|TRIM45|NARS1|PSMB7|MMP20|ASPA|DESI1|SRD5A3|CAD|PDE8B|HPX|PELI2|SRD5A1|NARS2|MARS2|PSMB4|HPGDS|TLR3|MELK|GNPTAB|UGT1A1|ANKK1|EZH2|PELI3|METAP2|KARS1|TPH2|UPP1|TMLHE|GSTA1|PSMF1|TARS3|NT5C2|CYP1A2|WARS1|MMP23B|NT5C1B|NTRK3|GSTM3|PNP|DTL|MMP21|GSTM4|PCGF6|SARS1|IRAK1|GSTA4|GSTA5|PARS2|UCK1|UGT1A4|EIF2S2|PLA2G2D|NMRK1|PIK3CD|MMP26|PITRM1|ASMT|NT5M|ASPDH|GARS1|PDE8A|CDKL4|CYP1A1|TYMP|CDKL1|ADA2|NCOA1|PSMB11|RNF212|KDM4E|NAPRT|ENPP3|GSTA2|NT5C1B-RDH14|PHC1|NNMT|ADK|AKT1|ACLY|SARS2-2|SARS2|MMP28|UPP2|NT5C3A|NMRK2|MGST2|EPOP|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8|RAD51|PDE8B-2|HARS2|ENPP1|CYP3A4|NR1H2","128","217|1163|1232|1265|247|1088|1118|436|1886|1547|454|1301|1535|457|1325|2471|1898|256|2549|2636|2537|1106|499|2723|463|2843|1154|1913|1943|259|1319|292|1871|3266|1016|2597|220|3980|484|316|2603|1982|490|1364|2531|1889|1559|331|325|2822|1529|496|1289|250|2561|2810|1277|1382|1925|295|1307|1271|1937|475|1028|481|361|1586|1520|2831|442|4607|1553|2639|1904|2738|448|337|1973|5669|1958|2099|1880|5840|430|1574|1235|1370|1541|1388|1250|346|301|394|1919|1931|2837|1994|2009|1568|1313|3914|4715|4739|4727|4733|4709|4721|379|5654|319|1241|1082|412","1.13E-10","","GO:1901564","0.7698970004336019","0"
"27","10","InterPro Domains","","Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)","2.26E-8","NARS1|NARS2|KARS1|TARS3|SARS1|PARS2|GARS1|SARS2-2|SARS2|HARS2","128","1898|1913|316|1889|1925|1937|1904|1919|1931|319","3.14E-11","","IPR045864","0.7645891560852599","0"
"13","8","STRING Clusters","","5-nucleotidase activity, and Deoxyguanosine kinase activity","2.29E-8","NT5C1A|NT5C|NT5C2|NT5C1B|NT5M|NT5C3B|NT5C1B-RDH14|NT5C3A","128","1547|1535|1559|1529|1553|2003|1541|2009","1.35E-10","","CL:10629","0.7640164517660112","0"
"16","8","WikiPathways","","Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism","2.3E-8","CYP11B1|CYP11B2|HSD11B1|HSD3B1|CYP17A1|CYP19A1|HSD3B2|SRD5A2","128","1094|1070|352|1133|1148|310|1142|1112","4.71E-10","","WP4523","0.7638272163982407","0"
"135","16","GO Biological Process","","Sterol metabolic process","2.55E-8","SULT2B1|AKR1D1|HSD17B7|MSMO1|CYP11B1|CYP7A1|CYP11B2|CYP1A2|DHCR7|SOAT1|IDI1|CYP19A1|ACLY|CYP1B1|CYP26C1|CYP3A4","128","1163|1076|1124|2414|1094|1226|1070|331|1169|472|466|310|394|1100|1631|1082","1.47E-10","","GO:0016125","0.7593459819566044","0"
"32","10","GO Molecular Function","","Steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","2.69E-8","HSD17B2|HSD17B7|HSD11B1|HSD3B1|AKR1C4|AKR1C3|AKR1C1|HSD3B2|HSD17B6|SRD5A2","128","1013|1124|352|1133|1463|286|1472|1142|1064|1112","1.25E-10","","GO:0033764","0.7570247719997593","0"
"77","13","GO Biological Process","","Nucleoside monophosphate metabolic process","2.81E-8","NT5C1A|NT5C|CAD|UPP1|NT5C2|PNP|ENTPD8|UCK1|NT5M|TYMP|ADK|UPP2|NT5C3A","128","1547|1535|499|1982|1559|250|1952|475|1553|1973|346|1994|2009","1.63E-10","","GO:0009123","0.755129368009492","0"
"9","7","WikiPathways","","Steroid hormone precursor biosynthesis","2.87E-8","AKR1D1|SRD5A1|HSD3B1|CYP17A1|AKR1C1|HSD3B2|SRD5A2","128","1076|1154|1133|1148|1472|1142|1112","6.24E-10","","WP5277","0.7542118103266008","0"
"4010","98","GO Biological Process","","Response to chemical","2.94E-8","HSD17B2|SIRT4|GSTA3|CBX7|PIK3R2|CYP3A5|GSTM2|AHR|PTGER2|OR7C2|SLC6A4|PIK3R3|DCPS|THRA|HPX|SRD5A1|SIGMAR1|PDE3B|PLA2R1|AKR1B1|TIMP4|CYP11B1|LTC4S|ALOX15|TLR3|SPIDR|DEFA4|MELK|CYP2A6|CGB5|CYP7A1|UGT1A6|UGT1A1|CYP2S1|EZH2|AHRR|CYP2B6|PGR|CYP11B2|TPH2|CYP2A13|UGT2B28|GSTA1|CYP3A7|UGT2B15|CYP1A2|PTGES|UGT1A10|UGT1A9|RXRG|NTRK3|GSTM3|PNP|HSD3B1|SFR1|GSTM4|IRAK1|GSTA4|GSTA5|CYP2C8|UGT1A7|UGT1A8|ALOX5|PIK3CD|AKR1C4|AKR1C3|AKR1C1|TIRAP|PDE8A|CYP1A1|TYMP|MGST1|CYP19A1|THRB|NCOR2|CASTOR1|NCOA1|UGT2B11|CHRM2|NCOA2|UGT1A3|GSTA2|TAS2R50|AHRR-2|SH2B2|CYP2E1|NNMT|HSD3B2|SNW1|AKT1|SRD5A2|CYP1B1|MGST2|OR13G1|RAD51|ENPP1|CYP3A4|PIK3CB","128","1013|1232|1265|1376|1478|1088|1301|2096|469|406|445|1508|487|274|463|1154|493|2237|3053|283|2024|1094|3128|2300|292|3239|2030|1871|1346|3413|1226|1022|1016|1283|220|3986|1295|307|1070|2603|1337|1706|1364|1205|1052|331|2228|1058|1742|2852|496|1289|250|1133|3905|1277|295|1307|1271|1724|1760|1040|358|1520|1463|286|1472|3233|2738|337|1973|1331|310|277|1001|5597|2099|1670|421|2105|1733|1370|424|5675|4880|1178|1250|1142|439|301|1112|1100|1313|5933|379|1241|1082|1514","1.72E-10","","GO:0042221","0.7531652669587843","0"
"78","13","GO Biological Process","","Nucleotide catabolic process","3.17E-8","NT5C1A|NT5C|PDE8B|UPP1|NT5C2|NT5C1B|PNP|NT5M|PDE8A|TYMP|UPP2|NT5C3A|PDE8B-2","128","1547|1535|2723|1982|1559|1529|250|1553|2738|1973|1994|2009|5654","1.88E-10","","GO:0009166","0.7498940737782249","0"
"7","7","GO Biological Process","","Lipid hydroxylation","3.19E-8","CYP3A5|CYP3A7|CYP2C8|CYP4A22|CYP1A1|CYP2E1|CYP3A4","128","1088|1205|1724|1652|337|1178|1082","1.91E-10","","GO:0002933","0.7496209316942819","0"
"7","7","GO Biological Process","","Xenobiotic glucuronidation","3.19E-8","UGT1A1|UGT2B28|UGT1A9|UGT1A7|UGT1A8|UGT2B11|UGT1A3","128","1016|1706|1742|1760|1040|1670|1733","1.91E-10","","GO:0052697","0.7496209316942819","0"
"1686","56","GO Biological Process","","Organic substance catabolic process","3.27E-8","STS|DHDH|CYP3A5|SULT1E1|PRSS16|NT5C1A|AKR1D1|PLA2G12A|NT5C|CDADC1|PSMB7|MMP20|ASPA|DCPS|SRD5A3|PDE8B|SRD5A1|PSMB4|CYP2A6|CYP7A1|ENTPD3|UGT1A1|CYP4A11|UPP1|PSMF1|NT5C2|CYP1A2|NT5C1B|PNP|DTL|HSD11B1|ENTPD8|UGT1A4|PLA2G2D|AKR1C3|NT5M|PDE8A|CYP1A1|TYMP|CYP19A1|ADA2|PSMB11|NT5C3B|ENPP3|HSD17B6|AKT1|UPP2|NT5C3A|SRD5A2|CYP1B1|MGST2|PDE8B-2|INPP5F|ENPP1|CYP26C1|CYP3A4","128","1214|1457|1088|1118|436|1547|1076|2216|1535|457|256|2549|2636|487|1106|2723|1154|259|1346|1226|3008|1016|1694|1982|2531|1559|331|1529|250|2561|352|1952|1028|361|286|1553|2738|337|1973|310|1958|1880|2003|1235|1064|301|1994|2009|1112|1100|1313|5654|1481|1241|1631|1082","2.0E-10","","GO:1901575","0.7485452247339713","0"
"119","15","GO Biological Process","","Fatty acid biosynthetic process","4.13E-8","GSTM2|ALOX12|LTC4S|ALOX15|HPGDS|CYP1A2|PTGES|GSTM4|CYP2C8|ALOX5|AKR1C3|CYP1A1|CYP2E1|ACLY|CYP3A4","128","1301|2291|3128|2300|1319|331|2228|1277|1724|358|286|337|1178|394|1082","2.55E-10","","GO:0006633","0.73840499483436","0"
"14","8","GO Molecular Function","","5-nucleotidase activity","4.31E-8","NT5C1A|NT5C|NT5C2|NT5C1B|NT5M|NT5C3B|NT5C1B-RDH14|NT5C3A","128","1547|1535|1559|1529|1553|2003|1541|2009","2.1E-10","","GO:0008253","0.7365522729839269","0"
"24","9","GO Biological Process","","Deoxyribonucleoside monophosphate metabolic process","4.57E-8","NT5C1A|NT5C|UPP1|NT5C2|PNP|NT5M|TYMP|ADK|UPP2","128","1547|1535|1982|1559|250|1553|1973|346|1994","2.86E-10","","GO:0009162","0.7340083799930149","0"
"37","10","GO Biological Process","","Ribonucleoside metabolic process","6.6E-8","NT5C1A|CDADC1|UPP1|NT5C2|NT5C1B|PNP|ADA2|NT5C1B-RDH14|ADK|UPP2","128","1547|457|1982|1559|1529|250|1958|1541|346|1994","4.16E-10","","GO:0009119","0.7180456064458132","0"
"8","7","GO Molecular Function","","Estrogen 16-alpha-hydroxylase activity","7.0E-8","CYP3A5|CYP3A7|CYP1A2|CYP2C8|CYP1A1|CYP1B1|CYP3A4","128","1088|1205|331|1724|337|1100|1082","3.55E-10","","GO:0101020","0.7154901959985743","0"
"14826","236","GO Biological Process","","Cellular process","7.4E-8","HDAC7|HSD17B2|SULT2B1|SIRT4|GSTA3|CBX7|NID2|CDK5RAP1|USB1|PIK3R2|NAMPT|CYP3A5|SULT1E1|RAD51AP1|WARS2|NT5C1A|MMP8|GSTM2|AHR|AKR1D1|PLA2G12A|PTGER2|NT5C|OR7C2|CDADC1|ALOX12|UGT2A3|ABCB7|HSD17B7|GSTM5|NARS1|PSMB7|MMP20|KIF11|MSMO1|SLC6A4|PIK3R3|ASPA|DESI1|DCPS|SRD5A3|THRA|CAD|PI4K2B|PDE8B|BST1|UGT2B10|HPX|NCOR1|SRD5A1|SIGMAR1|NARS2|PDE3B|MARS2|PLA2R1|AKR1B1|PDE11A|FRRS1|TIMP4|PSMB4|CYP11B1|LTC4S|GRASP|ALOX15|HPGDS|TLR3|SPIDR|DEFA4|MELK|GNPTAB|PCLAF|CYP2A6|CGB5|CYP7A1|ENTPD3|UGT1A6|UGT2B7|UGT1A1|UGT2B4|ANKK1|CYP2S1|ADAT1|CYP4A11|SWI5|EZH2|UGT2B17|AHRR|CYP2B6|PGR|KARS1|CYP11B2|PSMG2|TPH2|SHC4|UPP1|CYP2A13|UGT2B28|TMLHE|GSTA1|CYP3A7|PSMF1|TARS3|NT5C2|CIR1|UGT2B15|CYP1A2|PTGES|NOXA1|UGT1A10|CPSF4L|UGT1A9|WARS1|MMP23B|RXRG|NT5C1B|NTRK3|GSTM3|PNP|TIFA|DTL|SOAT1|MMP21|THEM4|PI4KB|HSD3B1|SFR1|GSTM4|CYP17A1|SARS1|IRAK1|GSTA4|GSTA5|CYP2C8|PARS2|ENTPD8|CYP4A22|UCK1|UGT1A4|UGT1A5|UGT1A7|UGT1A8|ZWINT|ALOX5|EIF2S2|PLA2G2D|NMRK1|PIK3CD|KIN|MMP26|AKR1C4|AKR1C3|POMP|AKR1C1|PITRM1|ASMT|IDI1|RAD1|SEC13|NT5M|ASPDH|GARS1|RFC4|RAD9B|TIRAP|PRKAR1A|PDE8A|CDKL4|CYP1A1|TYMP|CDKL1|MGST1|CYP19A1|THRB|ADA2|CASTOR1|NCOA1|PSMB11|UGT2B11|RNF212|NT5C3B|KDM4E|CHRM2|NCOA2|NAPRT|ENPP3|EBNA1BP2|LPAR4|CHTF8|TOP2A|UGT1A3|GSTA2|TAS2R50|AHRR-2|NT5C1B-RDH14|SH2B2|CYP2E1|NNMT|ADK|ADGRD1|HSD3B2|SNW1|HSD17B6|AKT1|KCNH6|ACLY|SARS2-2|SARS2|MMP28|UPP2|UGT2A2|NT5C3A|SRD5A2|CYP1B1|IGHV3-16|NMRK2|HMGN3|MGST2|CPSF1|EPOP|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8|OR13G1|RAD51|PDE8B-2|HARS2|INPP5F|ENPP1|CYP26C1|MED19|CYP3A4|NR1H2|PIK3CB","128","217|1013|1163|1232|1265|1376|409|400|1451|1478|247|1088|1118|1853|1886|1547|454|1301|2096|1076|2216|469|1535|406|457|2291|1679|478|1124|1325|1898|256|2549|265|2414|445|1508|2636|2537|487|1106|274|499|1496|2723|1256|1700|463|1007|1154|493|1913|2237|1943|3053|283|3068|2816|2024|259|1094|3128|3140|2300|1319|292|3239|2030|1871|3266|2567|1346|3413|1226|3008|1022|1034|1016|1718|2597|1283|3824|1694|3899|220|1046|3986|1295|307|316|1070|2525|2603|4163|1982|1337|1706|490|1364|1205|2531|1889|1559|4499|1052|331|2228|4649|1058|4706|1742|325|2822|2852|1529|496|1289|250|4952|2561|472|2810|4991|418|1133|3905|1277|1148|1925|295|1307|1271|1724|1937|1952|1652|475|1028|1664|1760|1040|1862|358|481|361|1586|1520|5480|2831|1463|286|2543|1472|442|4607|466|5570|427|1553|2639|1904|373|5579|3233|403|2738|448|337|1973|5669|1331|310|277|1958|5597|2099|1880|1670|5840|2003|430|421|2105|1574|1235|460|5867|5645|268|1733|1370|424|5675|1541|4880|1178|1250|346|451|1142|439|1064|301|2972|394|1919|1931|2837|1994|1688|2009|1112|1100|3419|1568|5771|1313|433|3914|4715|4739|4727|4733|4709|4721|5933|379|5654|319|1481|1241|1631|415|1082|412|1514","4.72E-10","","GO:0009987","0.7130768280269024","0"
"194","18","GO Molecular Function","","Hexosyltransferase activity","7.64E-8","UGT2A3|UGT1A6|UGT2B7|UGT1A1|UGT2B4|UGT2B17|UGT2B28|UGT2B15|UGT1A10|UGT1A9|UGT1A4|UGT1A5|UGT1A7|UGT1A8|TYMP|UGT2B11|UGT1A3|UGT2A2","128","1679|1022|1034|1016|1718|1046|1706|1052|1058|1742|1028|1664|1760|1040|1973|1670|1733|1688","4.03E-10","","GO:0016758","0.711690664142431","0"
"27","9","Reactome Pathways","","Endogenous sterols","7.69E-8","AHR|CYP11B1|CYP7A1|AHRR|CYP11B2|CYP19A1|NCOA1|NCOA2|CYP1B1","128","2096|1094|1226|3986|1070|310|2099|2105|1100","6.74E-10","","HSA-211976","0.7114073660198569","0"
"2507","71","GO Molecular Function","","Small molecule binding","7.96E-8","SULT2B1|SIRT4|DHDH|CYP3A5|WARS2|NT5C1A|NT5C|ABCB7|NARS1|KIF11|CAD|PI4K2B|SRD5A1|NARS2|MARS2|PDE11A|MELK|ENTPD3|UGT1A1|ANKK1|KARS1|CYP3A7|TARS3|NT5C2|UGT1A9|WARS1|DHCR7|NT5C1B|NTRK3|PNP|HSD11B1|SOAT1|PI4KB|CYP17A1|SARS1|IRAK1|PARS2|ENTPD8|UCK1|UGT1A7|UGT1A8|NMRK1|PIK3CD|NT5M|ASPDH|GARS1|RFC4|PRKAR1A|CDKL4|CYP1A1|CDKL1|CYP19A1|CASTOR1|NT5C3B|TOP2A|UGT1A3|NT5C1B-RDH14|CYP2E1|ADK|AKT1|ACLY|SARS2-2|SARS2|NT5C3A|NMRK2|RAD51|HARS2|ENPP1|CYP26C1|CYP3A4|PIK3CB","128","1163|1232|1457|1088|1886|1547|1535|478|1898|265|499|1496|1154|1913|1943|3068|1871|3008|1016|2597|316|1205|1889|1559|1742|325|1169|1529|496|250|352|472|418|1148|1925|295|1937|1952|475|1760|1040|1586|1520|1553|2639|1904|373|403|448|337|5669|310|5597|2003|268|1733|1541|1178|346|301|394|1919|1931|2009|1568|379|319|1241|1631|1082|1514","4.36E-10","","GO:0036094","0.7099086932262331","0"
"50","10","KEGG Pathways","","Ovarian steroidogenesis","8.36E-8","HSD17B2|HSD17B7|HSD3B1|CYP17A1|ALOX5|AKR1C3|CYP1A1|CYP19A1|HSD3B2|CYP1B1","128","1013|1124|1133|1148|358|286|337|310|1142|1100","5.22E-9","","hsa04913","0.7077793722560983","0"
"126","15","GO Molecular Function","","Oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","8.96E-8","HSD17B2|DHDH|AKR1D1|HSD17B7|AKR1B1|DCXR|HSD11B1|HSD3B1|CYP4A22|AKR1C4|AKR1C3|AKR1C1|HSD3B2|HSD17B6|SRD5A2","128","1013|1457|1076|1124|283|3062|352|1133|1652|1463|286|1472|1142|1064|1112","5.27E-10","","GO:0016616","0.7047691990337875","0"
"9","7","GO Biological Process","","Androgen biosynthetic process","9.69E-8","SRD5A3|SRD5A1|HSD3B1|CYP17A1|HSD3B2|HSD17B6|SRD5A2","128","1106|1154|1133|1148|1142|1064|1112","6.24E-10","","GO:0006702","0.7013676222949234","0"
"39","10","STRING Clusters","","Cholesterol biosynthesis, and Primary bile acid biosynthesis","9.85E-8","SULT2B1|STS|AKR1D1|HSD17B7|MSMO1|SIGMAR1|CYP7A1|DHCR7|SOAT1|IDI1","128","1163|1214|1076|1124|2414|493|1226|1169|472|466","6.46E-10","","CL:9559","0.7006563769502387","0"
"33","10","InterPro Domains","","Glutathione S-transferase, C-terminal-like","1.05E-7","GSTA3|GSTM2|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2","128","1265|1301|1325|1319|1364|1289|1277|1307|1271|1370","1.61E-10","","IPR010987","0.6978810700930062","0"
"129","15","GO Biological Process","","Secondary alcohol metabolic process","1.09E-7","SULT2B1|AKR1D1|HSD17B7|MSMO1|CYP11B1|CYP7A1|CYP11B2|CYP1A2|DHCR7|SOAT1|UGT1A4|IDI1|UGT1A3|ACLY|CYP3A4","128","1163|1076|1124|2414|1094|1226|1070|331|1169|472|1028|466|1733|394|1082","7.1E-10","","GO:1902652","0.6962573502059376","0"
"287","21","GO Biological Process","","Nucleobase-containing compound catabolic process","1.2E-7","NT5C1A|NT5C|CDADC1|DCPS|PDE8B|ENTPD3|UPP1|NT5C2|NT5C1B|PNP|ENTPD8|NT5M|PDE8A|TYMP|ADA2|NT5C3B|ENPP3|UPP2|NT5C3A|PDE8B-2|ENPP1","128","1547|1535|457|487|2723|3008|1982|1559|1529|250|1952|1553|2738|1973|1958|2003|1235|1994|2009|5654|1241","7.86E-10","","GO:0034655","0.6920818753952375","0"
"40","10","GO Molecular Function","","Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","1.31E-7","AKR1D1|CYP7A1|CYP2B6|CYP4A22|AKR1C4|AKR1C3|AKR1C1|CYP1A1|CYP2E1|CYP3A4","128","1076|1226|1295|1652|1463|286|1472|337|1178|1082","7.98E-10","","GO:0016709","0.6882728704344235","0"
"134","15","GO Biological Process","","Regulation of cellular ketone metabolic process","1.73E-7","SIRT4|NCOR1|CYP7A1|UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|AKR1C3|NCOR2|UGT1A3|AKT1|NR1H2","128","1232|1007|1226|1022|1016|1058|1742|1028|1760|1040|286|1001|1733|301|412","1.15E-9","","GO:0010565","0.6761953896871205","0"
"29","9","GO Molecular Function","","Oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","1.81E-7","DHDH|AKR1D1|SRD5A3|SRD5A1|CYP2S1|DHCR7|AKR1C3|AKR1C1|SRD5A2","128","1457|1076|1106|1154|1283|1169|286|1472|1112","1.14E-9","","GO:0016628","0.6742321425130815","0"
"94","13","GO Biological Process","","Regulation of fatty acid metabolic process","2.2E-7","SIRT4|NCOR1|CYP7A1|UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|UGT1A3|AKT1|NR1H2","128","1232|1007|1226|1022|1016|1058|1742|1028|1760|1040|1733|301|412","1.47E-9","","GO:0019217","0.6657577319177793","0"
"21","8","Reactome Pathways","","Mitochondrial tRNA aminoacylation","2.83E-7","WARS2|NARS2|MARS2|KARS1|PARS2|GARS1|SARS2|HARS2","128","1886|1913|1943|316|1937|1904|1931|319","2.6E-9","","HSA-379726","0.654821356447571","0"
"12","7","Reactome Pathways","","Pyrimidine catabolism","2.83E-7","NT5C1A|NT5C|UPP1|NT5M|TYMP|UPP2|NT5C3A","128","1547|1535|1982|1553|1973|1994|2009","2.66E-9","","HSA-73621","0.654821356447571","0"
"38","10","InterPro Domains","","Glutathione S-transferase, C-terminal domain superfamily","3.11E-7","GSTA3|GSTM2|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2","128","1265|1301|1325|1319|1364|1289|1277|1307|1271|1370","5.2E-10","","IPR036282","0.6507239610973162","0"
"32","9","STRING Clusters","","tRNA Aminoacylation","3.39E-7","WARS2|MARS2|KARS1|TARS3|WARS1|PARS2|GARS1|SARS2|HARS2","128","1886|1943|316|1889|325|1937|1904|1931|319","2.37E-9","","CL:799","0.6469800301796917","0"
"61","11","GO Biological Process","","Glutathione metabolic process","3.42E-7","GSTA3|GSTM2|GSTM5|HPGDS|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2|MGST2","128","1265|1301|1325|1319|1364|1289|1277|1307|1271|1370|1313","2.31E-9","","GO:0006749","0.6465973893943865","0"
"131","14","UniProt Keywords","","Ligase","3.7E-7","WARS2|NARS1|CAD|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|GARS1|NAPRT|SARS2|HARS2","128","1886|1898|499|1913|1943|316|1889|325|1925|1937|1904|1574|1931|319","7.16E-9","","KW-0436","0.6431798275933005","0"
"28","9","InterPro Domains","","Glutathione transferase family","4.86E-7","GSTA3|GSTM2|GSTM5|GSTA1|GSTM3|GSTM4|GSTA4|GSTA5|GSTA2","128","1265|1301|1325|1364|1289|1277|1307|1271|1370","8.8E-10","","IPR040079","0.6313363730737707","0"
"22","8","GO Biological Process","","Pyrimidine nucleoside monophosphate metabolic process","5.14E-7","NT5C|CAD|UPP1|UCK1|NT5M|TYMP|UPP2|NT5C3A","128","1535|499|1982|475|1553|1973|1994|2009","3.5E-9","","GO:0009129","0.6289036881004725","0"
"6","6","STRING Clusters","","XMP 5-nucleosidase activity","5.49E-7","NT5C1A|NT5C|NT5C2|NT5C1B|NT5C3B|NT5C3A","128","1547|1535|1559|1529|2003|2009","4.08E-9","","CL:10632","0.6260427655549908","0"
"6","6","GO Molecular Function","","5alpha-androstane-3beta,17beta-diol dehydrogenase activity","6.1E-7","HSD17B7|HSD3B1|AKR1C4|AKR1C3|AKR1C1|HSD17B6","128","1124|1133|1463|286|1472|1064","4.08E-9","","GO:0047024","0.6214670164989233","0"
"13","8","DISEASES","","Bilirubin metabolic disorder","6.2E-7","UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|UGT1A3","128","1022|1016|1058|1742|1028|1760|1040|1733","1.35E-10","","DOID:2741","0.6207608310501747","0"
"104","13","GO Biological Process","","Negative regulation of small molecule metabolic process","6.51E-7","SIRT4|NCOR1|CYP7A1|UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|AKR1C3|UGT1A3|AKT1","128","1232|1007|1226|1022|1016|1058|1742|1028|1760|1040|286|1733|301","4.48E-9","","GO:0062014","0.6186419011431809","0"
"289","20","GO Biological Process","","Lipid catabolic process","7.09E-7","STS|SULT1E1|AKR1D1|PLA2G12A|SRD5A3|SRD5A1|CYP7A1|CYP4A11|CYP1A2|HSD11B1|PLA2G2D|AKR1C3|CYP19A1|HSD17B6|SRD5A2|CYP1B1|MGST2|INPP5F|CYP26C1|CYP3A4","128","1214|1118|1076|2216|1106|1154|1226|1694|331|352|361|286|310|1064|1112|1100|1313|1481|1631|1082","4.93E-9","","GO:0016042","0.6149353764816934","0"
"8","7","DISEASES","","Gilbert syndrome","8.16E-7","UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8","128","1022|1016|1058|1742|1028|1760|1040","3.55E-10","","DOID:2739","0.6088309841246139","0"
"14","7","GO Biological Process","","Deoxyribonucleoside monophosphate catabolic process","8.55E-7","NT5C1A|NT5C|UPP1|PNP|NT5M|TYMP|UPP2","128","1547|1535|1982|250|1553|1973|1994","6.0E-9","","GO:0009159","0.6068033885271827","0"
"14","7","GO Biological Process","","Flavonoid metabolic process","8.55E-7","UGT1A1|UGT1A10|UGT1A9|UGT1A7|UGT1A8|CYP1A1|UGT1A3","128","1016|1058|1742|1760|1040|337|1733","6.0E-9","","GO:0009812","0.6068033885271827","0"
"15","7","Reactome Pathways","","Synthesis of bile acids and bile salts via 27-hydroxycholesterol","8.64E-7","AKR1D1|CYP7A1|AKR1C4|AKR1C3|AKR1C1|NCOA1|NCOA2","128","1076|1226|1463|286|1472|2099|2105","8.7E-9","","HSA-193807","0.6063486257521107","0"
"21","8","GO Cellular Component","","mRNA cleavage and polyadenylation specificity factor complex","8.87E-7","CPSF4L|CPSF1|SSU72P4|SSU72P2|SSU72P3|SSU72P7|SSU72P5|SSU72P8","128","4706|433|4715|4739|4727|4733|4709|4721","2.6E-9","","GO:0005847","0.6052076380168273","0"
"9","6","WikiPathways","","Benzo(a)pyrene metabolism","9.29E-7","AKR1C4|AKR1C3|AKR1C1|CYP1A1|CYP1B1|CYP3A4","128","1463|286|1472|337|1100|1082","2.14E-8","","WP696","0.6031984286006359","0"
"52","10","GO Biological Process","","Negative regulation of cellular carbohydrate metabolic process","1.02E-6","NCOR1|UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8|UGT1A3|ENPP1","128","1007|1022|1016|1058|1742|1028|1760|1040|1733|1241","7.28E-9","","GO:0010677","0.5991399828238082","0"
"131","14","GO Molecular Function","","Catalytic activity, acting on a tRNA","1.04E-6","WARS2|NARS1|NARS2|MARS2|KARS1|TARS3|WARS1|SARS1|PARS2|GARS1|SARS2-2|SARS2|NT5C3A|HARS2","128","1886|1898|1913|1943|316|1889|325|1925|1937|1904|1919|1931|2009|319","7.16E-9","","GO:0140101","0.5982966660701219","0"
"43","9","UniProt Keywords","","Steroid biosynthesis","1.05E-6","HSD17B2|HSD17B7|MSMO1|CYP11B1|CYP3A7|DHCR7|IDI1|CYP1A1|CYP3A4","128","1013|1124|2414|1094|1205|1169|466|337|1082","2.19E-8","","KW-0752","0.5978810700930062","0"
